,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5641,0,0,0,1,0.26992923768238775,1,1,-1.3065610520495383,-0.5849643949070855,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3110,1,0,0,0,-1.2774445836787656,1,1,-1.517609271070636,-0.9997178549329615,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5748,1,0,0,0,-0.46303730927815856,1,1,1.1661928841976528,-0.12837573997254753,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
5181,0,0,1,1,1.6137012404433893,1,1,0.8654076271675846,1.816596559050165,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
6740,1,1,0,0,0.3106496014024181,1,1,0.47987072312904416,0.41969842826093284,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3545,1,0,0,0,0.7178532386027215,1,1,1.0282637331838649,1.080186745557689,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
6114,0,0,0,0,-0.9924020376385531,1,1,0.06275967608734737,-0.778134819947082,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
6704,1,0,1,1,1.0843365120829946,1,1,1.3755793062185846,1.7541638776772377,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
6457,0,0,1,1,-0.62591876415828,0,1,-0.6750781919864114,-0.6583912330422887,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
356,1,1,0,0,-0.6666391278783103,1,1,-0.3543513709543497,-0.6156288200934347,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
524,0,0,1,0,0.06632741908223598,1,1,1.1728400721983174,0.5283816285434361,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4665,1,0,1,1,1.4100994218432374,0,1,-0.950936494013988,0.06673742762785118,-1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
631,1,0,1,0,0.5549717837226001,1,1,-0.3244390249513595,0.0841779574314623,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4787,1,0,1,0,-1.1552834925186746,1,1,-0.33440980695235617,-0.9043689331332191,-1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3785,0,1,1,0,-0.9109613101984924,1,1,0.8321716871642622,-0.6044580503711218,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
566,0,0,1,1,-0.7073594915983407,1,1,1.2343265612044643,-0.2720062297222866,-1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1448,0,0,0,0,-0.38159658183809786,1,1,-1.4594463760648215,-0.7989089193713833,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1333,0,0,0,0,0.7178532386027215,0,1,-0.9758634490164798,-0.23595510925482208,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1823,0,0,0,0,-0.5444780367182193,1,1,0.3020584441112687,-0.379188219844479,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6711,1,0,1,1,0.6771328748826912,1,1,1.116338974192669,1.150589086752266,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
543,0,0,0,0,-0.9109613101984924,1,1,0.7075369121518029,-0.6398689488584537,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
964,0,0,0,0,-1.2774445836787656,1,1,-0.6335332669822583,-0.9879730930905297,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
7032,0,1,0,0,-1.2774445836787656,1,1,0.3652067301175816,-0.9747050444677825,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1357,0,0,1,0,0.6364125111626608,1,1,1.5517297882361936,1.338637735951202,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
6205,0,0,1,0,0.3920903288424788,1,1,1.0133075601823696,0.7400301845272584,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
6265,1,0,0,0,-1.2367242199587352,1,1,-0.6484894399837535,-0.9753894196879243,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
578,0,1,1,0,0.10704778280226633,1,1,0.9900424021800438,0.4777820154929593,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5089,0,0,1,1,-0.9924020376385531,1,1,-0.34438058895335305,-0.7983790804912737,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
621,1,0,0,0,1.2064976032430856,1,1,0.9069525521717376,1.533221064671491,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2619,1,1,0,0,0.025607055362205634,1,1,1.5184938482328711,0.6058484881394757,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
2974,0,0,0,0,-0.1779947632379461,1,1,0.9883806051798778,0.16606014102841635,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
4129,0,0,1,1,0.06632741908223598,1,1,0.641065032145158,0.27668608387132165,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5605,0,0,1,1,-0.9109613101984924,1,1,-0.15161213693408263,-0.759347616323192,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2746,1,0,1,1,-0.055833672077855064,1,1,-1.4544609850643233,-0.7000939682309234,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4842,0,1,0,0,-0.9516816739185228,1,1,-0.3393951979528547,-0.7900120415095413,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
346,1,0,0,0,-1.2367242199587352,1,1,0.8521132511662559,-0.9338853740793307,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3206,1,0,0,0,-1.0738427650786138,1,1,-1.4876969250676457,-0.9599357856847245,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1399,1,0,1,1,-0.748079855318371,1,1,-1.502653098069141,-0.8781198319477842,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4903,1,0,0,0,-1.1145631287986442,1,1,0.8654076271675846,-0.8070331155330656,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1127,1,0,1,1,-0.38159658183809786,1,1,0.04946530008601819,-0.33092872851448674,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
2092,0,0,1,0,1.6137012404433893,1,1,0.4915033021302069,1.557549499916528,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1578,1,0,0,0,-1.0331224013585834,1,1,-0.17487729493640844,-0.8244957219566812,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
2228,1,1,1,0,1.5322605130033284,1,1,1.3190782082129364,2.2368250208371743,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
5660,1,0,0,1,0.47353105628253944,1,1,0.42503142212356193,0.5244519901826223,-1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
5356,1,0,1,0,-0.2594354906780068,0,1,-0.9758634490164798,-0.5760675170452434,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3368,1,0,0,0,0.5549717837226001,1,1,0.9767480261787151,0.9383223854083154,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
709,0,0,1,1,-0.13727439951791576,1,1,0.5097830691320341,-0.03156976125250346,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1041,1,0,0,1,-0.6666391278783103,1,1,-1.5109620830699715,-0.8490449234017642,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
6283,1,0,0,0,-1.1960038562387048,1,1,1.1379423351948288,-0.8812547119884333,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
164,1,0,1,1,-0.8702409464784621,1,1,-1.4677553610656522,-0.9048766953933243,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4827,1,0,0,1,-0.6666391278783103,1,1,0.5396954151350245,-0.42879438499475003,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1207,1,0,0,1,-0.9516816739185228,1,1,0.15415851109648415,-0.7558374337424653,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
5052,0,0,0,1,-0.5851984004382496,1,1,-0.6351950639824246,-0.6782381144263981,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4691,1,1,1,0,0.9621754209229036,1,1,1.1927816362003112,1.5033072445652973,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
5796,1,0,1,1,0.5956921474426305,0,1,-0.1582593249347472,0.21429755573840406,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2170,1,0,0,0,-0.46303730927815856,1,1,-0.1499503399339166,-0.4525488281196685,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1759,0,0,0,0,-0.5037576729981889,1,1,-1.5076384890696393,-0.8247385647767315,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
511,0,0,0,0,1.1657772395230555,1,1,1.3855500882195813,1.7735692266612557,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5412,0,1,1,0,1.1657772395230555,1,1,0.6909189421501416,1.3106666584054105,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
6877,1,0,0,0,-1.2774445836787656,1,1,0.16412929309748078,-0.9773763154883357,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2376,0,0,0,0,-0.8702409464784621,1,1,-0.11671439993059413,-0.6858545483279751,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
4915,1,0,1,1,-0.4223169455581282,0,1,-0.8495668770038544,-0.6328927369370092,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6752,1,0,0,0,-0.8295205827584317,0,1,-0.49560411596847015,-0.7643810856842344,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1140,1,0,0,1,-0.7888002190384014,1,1,0.8039211381614382,-0.4952008579684997,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1827,1,0,1,1,0.5142514200025698,0,1,-0.4607063789649817,0.022319268178654306,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
2034,0,0,1,1,0.35136996512244845,1,1,-0.14828854293375057,0.10066919257487701,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
739,1,1,1,0,1.6137012404433893,1,1,0.8338334841644282,1.9489458959775683,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1654,0,0,1,1,-1.2774445836787656,1,1,-1.5275800530716328,-0.9998503146529888,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5606,0,0,0,1,-0.7073594915983407,1,1,-0.31779183695069496,-0.6264242872756699,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
2107,0,0,1,0,0.025607055362205634,1,1,0.9501592741760567,0.35706705730796484,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2830,0,0,0,0,1.125056875803025,1,1,-0.11172900893009581,0.5982541308579034,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1508,1,1,1,1,-0.38159658183809786,1,1,0.787303168159777,-0.06744426875993138,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3245,1,0,1,1,-0.38159658183809786,1,1,0.6327560471443273,-0.16912918050098563,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
6696,0,0,0,0,-1.1145631287986442,1,1,1.0565142821866886,-0.7873407704889882,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1130,0,0,1,1,-0.2594354906780068,1,1,-1.51594747407047,-0.7804307884275574,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2615,1,0,0,0,1.6137012404433893,1,1,0.8836873941694119,1.9488796661175543,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
4750,0,0,0,0,-0.9516816739185228,0,1,-0.8379342980026917,-0.8434595385406077,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5720,1,0,0,0,-0.015113308357824713,1,1,1.3057838322116073,0.5004988574776628,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1068,0,0,1,0,0.6771328748826912,1,1,1.1396041321949948,1.134936763169025,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1436,1,0,0,0,-1.2367242199587352,1,1,0.8853491911695783,-0.9226704511170086,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4604,0,1,0,0,1.3286586944031769,1,1,1.141265929195161,1.860109577079174,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
4235,1,1,1,0,0.9621754209229036,1,1,1.0266019361836989,1.407803786425523,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2577,1,0,0,0,-1.2774445836787656,1,1,0.9917041991802098,-0.9663821587260593,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1855,0,0,1,1,0.5549717837226001,1,1,-1.4843733310673135,-0.5945014947490602,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2796,1,0,1,0,0.9214550572028734,1,1,0.8321716871642622,1.1816729677187021,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3224,1,0,0,0,-1.0331224013585834,1,1,0.32864719611392706,-0.7780685900870683,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
3213,1,0,1,1,0.35136996512244845,0,1,-0.9758634490164798,-0.3845307618855851,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
311,1,0,0,0,-0.4223169455581282,1,1,0.8072447321617703,-0.1753106341022655,-1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
645,0,1,1,0,-0.5037576729981889,1,1,0.9900424021800438,-0.16939409994104043,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
6611,0,0,1,1,-0.13727439951791576,1,1,0.142525932095321,-0.14343199481566493,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
5389,1,0,1,0,0.758573602322752,1,1,0.14584952609565352,0.6032655235989409,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6998,1,0,0,0,-0.7888002190384014,1,1,0.5230774451333633,-0.5614086413622082,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3542,0,0,1,1,-0.13727439951791576,0,1,-0.31280644595019663,-0.28538466144505664,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
6405,1,1,0,0,1.125056875803025,1,1,1.217708591202803,1.719017898629961,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
4955,0,0,0,0,-1.2774445836787656,1,1,0.15415851109648415,-0.977508775208363,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3862,0,0,1,1,1.5322605130033284,1,1,-1.3082228490497045,-0.22131831019179155,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3256,0,0,1,1,1.1657772395230555,1,1,0.6693155811479823,1.316296196506576,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
6003,1,0,1,0,1.5729808767233588,1,1,0.9451738831755587,1.8645249010800884,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
4556,0,0,0,0,-1.2367242199587352,1,1,0.09931921009100189,-0.9566463693040433,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
812,1,0,1,0,0.3920903288424788,1,1,-1.3132082400502028,-0.5188449179933953,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
3637,0,0,0,0,-0.9516816739185228,1,1,-1.479387940066815,-0.929337590358389,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1138,0,0,1,1,-0.8702409464784621,1,1,0.012905766082363669,-0.6887686621685786,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
5929,0,1,1,0,1.2064976032430856,1,1,0.8089065291619363,1.4725103596589209,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5587,1,1,0,0,0.5549717837226001,1,1,0.8820255971692458,0.8137660953425259,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
2677,1,0,0,0,-1.1552834925186746,1,1,0.17576187209864347,-0.8903061261903074,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4461,0,0,0,0,-0.13727439951791576,1,1,0.9784098231788811,0.1431887627036807,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
841,1,0,1,0,1.6137012404433893,1,1,1.3373579752147637,2.3429914864391566,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
274,0,0,0,0,-1.2774445836787656,1,1,0.19404163910047073,-0.9769789363282533,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6376,0,0,0,0,1.369379058123207,1,1,-1.5093002860698053,-0.4602977217412729,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
6528,0,0,1,1,1.5322605130033284,1,1,-1.4760643460664828,-0.36435273120140726,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6925,0,0,1,0,-0.7073594915983407,1,1,-1.5275800530716328,-0.8779211423677431,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4863,0,0,1,1,1.002895784642934,1,1,-1.462769970065154,-0.5122440086120286,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5363,0,0,1,1,1.5322605130033284,1,1,-1.3098846460498705,-0.2508568277579075,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4155,1,1,0,0,1.6137012404433893,1,1,1.7478218342557958,2.7167265864965393,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2323,1,0,0,0,-0.13727439951791576,1,1,1.1246479591934997,0.28695171217344717,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
143,0,0,0,0,1.2879383306831464,1,1,0.6493740171459885,1.3271358169288205,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
476,0,1,1,1,0.10704778280226633,1,1,0.37517751211857825,0.20482668575644297,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1511,1,0,1,1,1.4100994218432374,1,1,-1.5126238800701375,-0.4019712916891962,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
3780,0,0,1,1,0.9214550572028734,1,1,-0.3161300399505289,0.36938581127051556,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
4906,1,0,1,1,1.6137012404433893,1,1,1.0349109211845293,2.0623314163210447,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
4216,0,0,0,0,1.6137012404433893,1,1,0.9052907551715716,1.9204229029316622,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
5229,1,1,1,0,0.43281069256250915,1,1,1.422109622223236,0.9937126249997841,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
3800,1,0,0,1,1.369379058123207,1,1,0.8703930181680831,1.6101580853874211,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1779,1,0,0,0,-1.2367242199587352,1,1,0.8770402061687477,-0.9337529143593032,-1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1468,0,0,0,0,1.2064976032430856,1,1,0.9152615371725683,1.5224697507292648,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
758,1,0,0,1,-0.7073594915983407,1,1,0.7025515211513048,-0.4476036652386446,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
